Date,CMCSA,VZ,TMUS,T,QCOM,QQQ,SPY,IXP,IYZ,IXTC
12/18/2013,23.020388,38.967957,26.743254,26.798122,62.745144,81.598824,164.624954,52.053772,25.36492,235.929993
12/19/2013,23.253933,38.935795,29.059368,26.852688,62.102081,81.371475,164.434677,52.053772,25.667202,236.990005
12/20/2013,23.327202,38.654408,30.423519,26.73576,62.513645,82.200134,165.391388,52.12402,25.951698,239.199997
12/23/2013,23.3501,39.056389,31.267527,27.039757,62.453613,83.064911,166.275009,52.561108,26.188311,242.839996
12/24/2013,23.482903,39.377968,31.591389,27.242416,62.625095,83.102913,166.639374,52.779671,26.340666,244.429993
12/26/2013,23.588226,39.538761,32.317627,27.406105,63.002357,83.378494,167.486588,52.990406,26.501993,244.770004
12/27/2013,23.71645,39.53072,32.690563,27.421692,63.276737,83.169418,167.477478,53.13871,26.672279,246.490005
12/30/2013,23.842854,39.514645,32.435394,27.437286,63.079514,83.045876,167.450134,53.247993,26.618507,247.369995
12/31/2013,23.888823,39.506599,33.014423,27.406105,63.662556,83.587555,168.242676,53.318226,26.645397,249.119995
1/2/2014,23.649794,39.394051,32.749443,27.242416,62.86517,82.931854,166.63028,52.732838,26.367556,245.490005
1/3/2014,23.475122,38.927738,31.679714,27.125494,62.496471,82.333168,166.602936,52.584534,26.286896,245.330002
1/6/2014,23.452139,39.14481,32.857399,27.250212,62.333572,82.029076,166.120178,52.498669,26.403404,245.75
1/7/2014,24.284132,39.635242,32.602238,27.242416,62.796577,82.789322,167.140411,52.779671,26.582657,248.339996
1/8/2014,24.24736,39.415802,32.690563,27.044952,63.173836,82.969864,167.176865,52.584534,26.582657,248.740005
1/9/2014,24.307117,38.603115,32.415768,26.492043,63.371048,82.694283,167.286179,52.326958,26.161421,246.220001
1/10/2014,24.610502,38.806282,32.405956,26.555229,63.336758,82.96035,167.741669,52.686001,26.242085,246.919998
1/13/2014,23.976156,38.221142,31.885813,26.302473,62.779404,81.734489,165.509827,52.170845,26.062832,245.910004
1/14/2014,24.27494,38.26178,32.327442,26.444653,62.92519,83.292953,167.313461,52.701614,26.295862,249.190002
1/15/2014,24.854122,39.228882,31.925066,26.689518,63.88549,83.977196,168.215332,52.912354,26.484072,252.449997
1/16/2014,24.610502,39.440189,31.993763,26.823786,64.065544,83.986679,167.996689,52.9748,26.537844,252.300003
1/17/2014,24.610502,39.293896,31.905437,26.618425,64.074097,83.511528,167.286179,52.912354,26.582657,252.229996
1/21/2014,24.504778,38.765652,32.553162,26.515738,64.70002,84.148232,167.778061,52.826496,26.618507,253.070007
1/22/2014,24.702433,38.464954,32.818142,26.334074,64.974403,84.366798,167.887375,52.717216,26.663317,254.199997
1/23/2014,24.399052,38.895687,32.131165,26.697411,65.051559,84.081726,166.511841,52.451839,26.528881,252.190002
1/24/2014,24.086481,38.708763,31.090874,26.397264,63.516808,82.428192,162.959137,51.491787,25.982172,246.139999
1/27/2014,24.127848,38.757519,31.22827,26.468349,62.76228,81.629982,162.157562,51.179577,25.982172,243.880005
1/28/2014,24.523161,38.48933,31.70916,26.618425,61.724796,81.582458,163.123138,51.195179,26.062832,242.009995
1/29/2014,24.389858,38.757519,30.472588,26.310373,60.978863,80.708176,161.556305,50.59417,25.784998,239.919998
1/30/2014,24.909275,38.708763,30.158539,26.341969,62.813725,82.200134,163.268875,51.031269,25.910473,242.869995
1/31/2014,25.02879,39.025711,30.001514,26.318277,63.636833,81.98156,162.312393,50.812717,25.838772,241.529999
2/3/2014,24.256554,37.717266,28.980856,25.236162,62.86517,80.099976,158.6595,49.157993,24.960451,236.039993
2/4/2014,24.601299,38.050472,29.569696,25.631096,62.170666,80.689178,159.770874,49.587284,25.157625,237.869995
2/5/2014,24.536949,37.94482,31.159571,25.338846,62.050629,80.480103,159.570435,49.353123,25.292063,237.679993
2/6/2014,24.835735,37.936699,29.000483,25.275656,62.796577,81.506424,161.674713,50.242935,25.292063,242.509995
2/7/2014,25.116129,38.042347,29.864119,25.512613,63.799736,82.96035,163.678818,50.648811,25.543011,244.880005
2/10/2014,24.982824,38.123623,29.510813,25.623192,64.039803,83.435516,163.979431,50.523922,25.462349,245.660004
2/11/2014,25.281607,38.367432,29.746349,26.02603,64.837212,84.385811,165.774017,51.124939,25.704336,246.229996
2/12/2014,25.391932,38.497456,30.129099,26.018124,65.523132,84.54734,165.856018,50.96883,25.910473,247.119995
2/13/2014,24.348488,38.4487,30.315563,26.452555,65.540291,85.174538,166.71228,51.312263,26.260006,245.649994
2/14/2014,24.68404,37.798546,30.708126,26.184002,65.403107,85.345596,167.632324,51.242016,26.215193,247.470001
2/18/2014,24.605902,37.367809,30.619801,25.923342,64.820045,85.763718,167.832733,51.413734,26.161421,248.429993
2/19/2014,23.704956,37.8148,30.668869,25.947039,64.965813,85.174538,166.721405,51.296658,26.15246,247.960007
2/20/2014,23.79229,39.106983,30.982918,26.207695,65.120148,85.573692,167.705185,51.921082,26.501993,251.210007
2/21/2014,23.465927,38.416191,31.434364,25.907543,64.828636,85.459618,167.513901,51.874249,26.304819,250.520004
2/24/2014,23.511896,37.570988,31.70916,25.646893,64.674294,85.915787,168.443085,52.077187,26.277929,251.529999
2/25/2014,23.337225,37.61974,29.903374,25.409927,64.22847,85.820747,168.379303,51.944496,26.134537,250.710007
2/26/2014,23.295855,37.668499,29.765978,25.275656,64.348495,85.74472,168.388412,51.608871,25.86566,250.970001
2/27/2014,23.479717,38.603115,30.325378,25.457321,64.468521,86.301041,169.272064,51.889866,26.215193,252.490005
2/28/2014,23.760111,38.668129,29.932817,25.220364,64.554268,86.205597,169.70018,51.749363,25.793961,251.300003
3/3/2014,23.442945,38.4487,29.932817,25.165073,63.425793,85.566284,168.506866,51.101521,25.829807,248.779999
3/4/2014,23.608423,38.928196,31.198828,25.394136,65.562103,86.654114,170.87529,51.75716,26.322746,252.860001
3/5/2014,23.852049,38.505585,31.22827,25.378338,66.044518,86.89267,171.030151,51.733753,26.188311,252.830002
3/6/2014,23.953173,38.570606,30.727753,25.544209,66.328789,86.816338,171.421844,52.256702,26.268969,252.330002
3/7/2014,23.732536,38.318672,30.217424,25.702183,66.147881,86.386925,171.494751,51.96011,26.134537,250.080002
3/10/2014,23.681974,38.221142,30.394075,25.678484,66.389069,86.463264,171.403641,51.68692,26.053869,248.210007
3/11/2014,23.544073,37.952953,30.845522,25.457321,66.078964,86.091087,170.556458,51.390312,26.026981,246.229996
3/12/2014,23.433756,37.676632,31.03199,25.575806,66.302948,86.41555,170.60199,51.382511,26.035944,248.100006
3/13/2014,23.194731,37.40844,30.835709,25.552105,65.148628,85.19413,168.689026,50.797115,25.874622,244.589996
3/14/2014,23.27746,37.449081,30.737568,25.662689,64.381981,84.612022,168.215332,50.758083,25.928394,244.419998
3/17/2014,23.341822,37.635998,30.13891,25.97863,66.346001,85.356339,169.736633,51.304459,26.322746,246.440002
3/18/2014,23.084402,37.952953,30.619801,26.049721,66.716393,86.386925,170.948181,51.74155,26.591619,248.699997
3/19/2014,22.928122,37.676632,30.531473,26.033924,66.165085,85.919334,170.037216,51.148354,26.457186,248.649994
3/20/2014,23.263676,38.367432,31.57176,26.92647,67.276314,86.15789,171.030151,51.523006,26.887379,250
3/21/2014,22.983284,38.123623,32.101719,27.09234,67.353844,85.12117,170.36647,51.382511,26.82464,249.130005
3/24/2014,23.121176,38.20488,32.091908,27.218718,66.966217,84.375137,169.661942,51.546421,26.726057,246.320007
3/25/2014,22.831594,38.375553,32.091908,27.424084,67.672577,84.652512,170.467072,51.483982,26.658485,250.080002
3/26/2014,22.808607,38.20488,31.414736,27.337202,67.457207,83.56218,169.241028,51.320072,26.325144,248.080002
3/27/2014,22.56958,38.757519,31.699343,27.613653,68.094673,83.093552,168.884201,51.608871,26.4783,246.259995
3/28/2014,22.781025,38.53809,31.993763,27.700539,68.292809,83.256142,169.716827,51.874249,26.793623,247.389999
3/31/2014,23.106573,38.660004,32.415768,27.700539,67.931,83.849121,171.107574,52.186459,27.009846,249.979996
4/1/2014,23.055777,38.806282,32.857399,27.716333,68.999161,85.321999,172.242142,52.334763,27.442297,254.869995
4/2/2014,23.503681,38.863174,32.867214,27.937496,69.033585,85.541985,172.818604,52.428425,27.469324,254.639999
4/3/2014,23.605272,39.106983,32.631676,28.14287,69.386795,84.862915,172.589798,52.389404,27.235083,253.550003
4/4/2014,23.171213,39.041965,31.856367,28.079676,67.646736,82.605774,170.549454,52.248898,26.775604,248.229996
4/7/2014,22.663279,39.106983,30.187983,28.032282,67.259109,81.821495,168.664597,52.084991,26.451273,247.070007
4/8/2014,22.557072,39.616463,30.600172,28.224333,67.956848,82.577065,169.359985,52.022552,26.847677,248.929993
4/9/2014,22.991129,39.427471,31.120314,27.944256,68.852715,83.992584,171.180786,52.43623,26.937773,252.009995
4/10/2014,22.358517,39.008373,30.276308,28.104301,67.250473,81.391113,167.584991,51.897659,26.397211,245.479996
4/11/2014,22.146105,38.67968,29.451929,28.168324,67.198807,80.444267,166.075272,51.546421,25.910713,242.669998
4/14/2014,22.469337,38.844025,29.186949,28.29636,68.17218,81.075493,167.383652,51.83522,26.036846,244.919998
4/15/2014,22.353897,38.556408,28.647179,28.552433,68.473686,81.3433,168.536499,51.647888,26.036846,245.229996
4/16/2014,22.704836,38.704319,29.196764,28.888536,69.068085,82.424065,170.302414,52.28793,26.334148,247.880005
4/17/2014,22.672516,39.115204,29.834677,28.840527,70.050064,82.443176,170.540298,52.545509,26.550377,250.990005
4/21/2014,23.03269,39.427471,29.913189,28.856524,69.714127,83.055283,171.134979,52.561108,26.514339,252.970001
4/22/2014,23.471369,39.378155,30.413704,29.040577,69.438454,83.715218,171.91272,52.881134,26.748583,254.179993
4/23/2014,23.646833,38.975498,29.255648,27.944256,69.524628,82.978767,171.510132,52.311348,26.424248,252.679993
4/24/2014,23.720715,38.030491,28.843458,27.608152,67.078217,83.772591,171.857849,51.999138,26.190002,250.949997
4/25/2014,23.536009,37.751099,28.509781,27.600151,66.854248,82.433601,170.448822,51.811802,25.775574,246.399994
4/28/2014,23.873095,38.293446,27.577448,28.072294,67.233269,82.701416,170.988632,52.264515,25.703506,246.070007
4/29/2014,23.803829,38.433147,28.499968,28.344372,67.638115,83.361343,171.784653,52.865524,26.027838,247.970001
4/30/2014,23.900797,38.400272,28.745319,28.568438,67.801781,83.581314,172.297028,53.232368,26.424248,248.75
5/1/2014,24.062418,38.802933,31.06143,28.472412,68.042999,83.829971,172.315353,53.333847,26.658485,248.139999
5/2/2014,24.025478,38.720757,31.404922,28.51243,68.042999,83.676956,172.068298,53.39629,26.784616,248.080002
5/5/2014,24.224031,38.942631,31.267527,28.616453,68.533981,84.116905,172.397659,53.568005,26.793623,247.910004
5/6/2014,23.923889,39.008373,30.590357,28.400396,68.318619,83.026604,170.897171,53.591423,26.334148,245.850006
5/7/2014,23.891565,39.526081,31.414736,28.616453,68.335869,82.787491,171.90361,53.833385,26.334148,245.589996
5/8/2014,23.596035,39.846554,31.139942,29.128607,68.4823,82.710991,171.720581,54.176823,26.514339,245.119995
5/9/2014,23.549858,39.838333,31.247898,29.160614,68.4823,83.017036,171.976807,54.012905,26.73056,245.020004
5/12/2014,23.388243,39.575378,31.699343,29.264647,68.887154,84.384697,173.651154,54.005104,26.973812,247.919998
5/13/2014,23.138897,39.320637,32.307812,28.968561,69.231735,84.442078,173.806717,53.833385,26.829662,245.649994
5/14/2014,23.0096,39.452114,32.229301,29.1206,69.266174,84.002136,172.983246,54.012905,26.739571,244.020004
5/15/2014,23.231245,39.411026,32.641491,29.224634,68.723495,83.342209,171.464417,53.80217,26.757587,249.470001
5/16/2014,23.175833,40.32317,32.474651,29.400686,68.413376,83.887375,172.059158,54.129993,26.829662,250.910004
5/19/2014,23.503681,40.388908,33.151821,29.112602,68.749336,84.470787,172.690491,54.145607,26.874708,252.339996
5/20/2014,23.388243,39.978043,32.680748,28.408392,68.792412,84.164726,171.601669,53.349461,26.3792,248.910004
5/21/2014,23.711479,40.405342,32.984982,28.224333,68.628754,84.968109,173.047318,53.677284,26.352167,250.990005
5/22/2014,23.873095,40.635426,32.827957,28.312363,68.533981,85.341125,173.468201,53.755337,26.631456,251.940002
5/23/2014,23.997768,40.873753,33.328472,28.264347,68.809647,85.962776,174.163589,53.872414,26.838671,253.449997
5/27/2014,24.039328,40.775127,33.681778,28.176317,69.309265,87.033989,175.23407,53.864609,26.829662,255.729996
5/28/2014,23.942362,40.873753,33.760292,28.280354,69.102531,86.766197,175.106003,53.958267,26.928762,256.859985
5/29/2014,24.043943,40.857307,34.211739,28.320364,69.076683,87.3209,176.01178,54.098763,27.063904,257.220001
5/30/2014,24.103971,41.054527,33.691597,28.384382,69.300644,87.330467,176.29541,54.215843,27.163008,256.26001
6/2/2014,24.270206,41.128483,33.907501,28.360382,69.690331,87.244377,176.496704,54.348537,26.856691,255.960007
6/3/2014,24.159389,40.503952,33.564011,28.168324,69.62104,87.206123,176.405228,54.122173,26.685516,254.889999
6/4/2014,24.145536,40.388908,33.642521,28.048281,69.205391,87.531311,176.76207,54.129993,26.658485,254.649994
6/5/2014,24.339472,40.495735,32.867214,28.088297,68.980255,88.267776,177.914902,54.395367,26.838671,257.170013
6/6/2014,24.431826,40.610779,33.142006,28.024279,69.603714,88.774658,178.765839,54.450005,26.802633,258.75
6/9/2014,24.450298,40.734043,33.259773,28.016275,69.231377,88.707726,178.948837,54.590504,26.883722,259.470001
6/10/2014,24.417976,40.692955,32.720005,27.960257,68.564598,88.860741,178.967148,54.348537,26.766594,260.429993
6/11/2014,24.339472,40.569695,32.582607,27.856228,68.590584,88.841614,178.344955,54.153404,26.604433,259.26001
6/12/2014,24.321001,40.298515,32.405956,27.872234,68.703163,88.038216,177.082306,54.161201,26.424248,257.029999
6/13/2014,24.228655,40.413567,32.298,28.032276,68.50399,88.296463,177.622116,54.278294,26.793623,256.609985
6/16/2014,24.173241,40.52039,32.347069,27.992271,68.105675,88.372971,177.768509,54.176823,26.712545,256.320007
6/17/2014,24.103971,40.43821,32.445213,28.024279,68.547287,88.420784,178.262634,54.083149,26.811644,257.200012
6/18/2014,24.316383,40.610779,32.072277,28.168324,68.573265,88.918114,179.570999,54.53587,27.163008,258.820007
6/19/2014,24.445683,40.651871,32.386326,28.29636,69.058174,88.860741,179.772324,54.637337,27.208054,259.119995
6/20/2014,24.353325,40.586121,32.54335,28.320364,69.153427,88.965256,180.136993,54.301708,27.21706,259.769989
6/23/2014,24.210182,40.865513,32.445213,28.320364,68.78109,88.984444,180.081802,54.122173,27.262108,259.220001
6/24/2014,24.307148,40.495735,32.160603,28.240343,68.218224,88.898132,178.996994,53.872932,27.078142,256.98999
6/25/2014,24.570351,40.60257,32.405956,28.216337,67.586113,89.463936,179.80603,54.019047,27.241266,258.130005
6/26/2014,24.750439,40.43821,32.661118,28.216337,68.209579,89.511894,179.677322,54.122185,27.250326,258.269989
6/27/2014,24.995176,40.528606,32.661118,28.336369,68.400093,89.905083,180.026672,54.371437,27.359077,259.5
6/30/2014,24.890848,40.208118,32.994797,28.29636,68.581924,90.058533,179.934723,54.199539,27.485949,260.820007
7/1/2014,25.090237,40.569695,32.7887,28.392387,69.040878,91.046288,181.13913,54.67226,27.603758,262.899994
7/2/2014,25.298897,40.808006,32.729816,28.544436,69.421867,91.199707,181.322952,54.517551,27.621885,262.709991
7/3/2014,25.456547,40.849087,32.71019,28.680475,70.131958,91.775085,182.214722,54.663662,27.757814,264.450012
7/7/2014,25.122688,40.881958,32.376514,28.824516,69.984741,91.496994,181.580383,54.474575,27.649069,263.470001
7/8/2014,24.71928,40.499889,31.944695,28.824516,69.837524,90.394157,180.412766,54.001854,27.41345,260.079987
7/9/2014,25.37772,40.616165,32.415768,28.89747,69.941444,91.06546,181.221832,54.508957,27.522196,262.470001
7/10/2014,25.206156,41.230804,32.268559,28.937996,69.647018,90.777756,180.504684,54.233917,27.504074,261.690002
7/11/2014,25.294256,41.795612,32.877029,28.986631,68.928291,91.36274,180.75293,54.517551,27.685312,262.540009
7/14/2014,25.5261,41.970036,32.405956,29.067694,68.859024,91.909348,181.663116,55.016056,27.766878,262.299988
7/15/2014,25.451908,42.119549,31.503061,29.375715,68.789734,91.592903,181.322952,55.222336,27.594696,262.75
7/16/2014,25.5261,42.32719,31.640461,29.545937,68.94561,91.957306,181.99408,55.686459,27.721563,264.640015
7/17/2014,25.131966,41.795612,31.365665,29.205486,67.638062,90.739395,179.925552,55.007462,27.404388,261.369995
7/18/2014,25.289621,42.152771,31.620832,29.31897,68.74646,92.177879,181.764252,55.385635,27.603758,264.279999
7/21/2014,24.955763,42.11124,31.198828,29.148745,68.988922,92.062798,181.424057,55.144985,27.359077,262.859985
7/22/2014,25.33135,42.343807,31.041801,29.13254,70.599541,92.647774,182.214722,55.566135,27.476887,264.790009
7/23/2014,25.368446,42.285667,30.914221,29.083897,70.660164,93.242363,182.619232,55.600513,27.485949,262.859985
7/24/2014,25.5632,42.401936,30.560915,28.775877,65.95813,93.136864,182.628448,55.531757,27.594696,264.529999
7/25/2014,25.220066,42.592983,30.609985,28.808298,65.897522,92.772446,181.773453,55.514557,27.53126,264.850006
7/28/2014,25.37772,42.842163,30.570728,28.89747,65.663727,92.801231,181.847015,55.729427,27.549381,265.149994
7/29/2014,25.49828,43.1661,30.560915,29.659412,65.213432,92.638176,181.065506,56.167782,28.437485,265.440002
7/30/2014,25.693027,42.991669,30.364635,29.47298,65.845581,93.002617,181.093094,56.116215,28.401239,265.369995
7/31/2014,24.91403,41.87867,32.327442,28.848831,63.836597,91.122978,177.5168,55.170765,27.84844,261.029999
8/1/2014,24.756374,41.38863,32.798515,28.638077,62.823467,90.787338,176.974457,54.818375,27.712503,258.359985
8/4/2014,24.969671,41.704247,33.063492,28.74345,63.438293,91.410683,178.252335,54.938698,27.640005,260.140015
8/5/2014,24.658998,41.247421,33.279404,28.459745,62.996662,90.710602,176.523926,54.405819,27.794065,258.910004
8/6/2014,24.529171,40.807205,30.482403,28.062559,63.117889,90.643494,176.579102,53.984669,27.10533,259.269989
8/7/2014,24.427155,40.408524,29.304718,27.730219,62.771511,90.355804,175.622986,53.589298,26.896898,257.529999
8/8/2014,24.807381,40.450043,29.38323,27.940973,63.975151,91.007912,177.654755,53.675247,26.933146,259.670013
8/11/2014,24.923306,40.425129,28.892529,27.940973,64.711189,91.544945,178.169571,53.778389,27.06002,261.790009
8/12/2014,24.946489,40.56633,29.059368,28.078772,64.200302,91.506577,177.921356,53.7612,27.114391,260.980011
8/13/2014,25.090237,40.632771,28.598106,28.119301,64.512032,92.475159,179.125702,53.993263,27.15064,261.51001
8/14/2014,25.210796,40.699226,28.156477,28.29763,64.737175,92.954659,179.971497,54.233917,27.241266,258.76001
8/15/2014,25.33135,40.5331,28.519594,28.159832,64.434105,93.40538,179.934723,54.319866,27.214081,258.480011
8/18/2014,25.37772,40.516499,28.303686,28.086874,64.970978,94.124626,181.442459,54.569122,27.304699,260.73999
8/19/2014,25.27107,40.450043,28.411642,27.949078,65.057564,94.652054,182.389389,54.526146,27.177828,261.140015
8/20/2014,25.335987,40.549721,29.128065,27.989609,66.191963,94.652054,182.876633,54.620693,27.286577,262.019989
8/21/2014,25.243252,40.591248,28.617735,28.078772,66.477715,94.843872,183.409836,54.887138,27.313763,263.399994
8/22/2014,25.122688,40.400219,28.480339,27.965288,66.520996,94.987717,183.124863,54.715229,27.313763,262.690002
8/25/2014,25.340624,40.823822,28.686434,27.973392,66.321838,95.323357,184.053406,54.981678,27.431574,263.459991
8/26/2014,25.298897,40.906864,28.92197,27.965288,66.685516,95.419243,184.172958,54.887138,27.522196,264.850006
8/27/2014,25.298897,41.056385,28.892529,28.167936,66.650894,95.438423,184.09938,55.23093,27.694376,264.940002
8/28/2014,25.280346,41.039776,29.285089,28.159832,66.105347,95.332947,183.998245,55.342659,27.685312,264.459991
8/29/2014,25.373081,41.380314,29.520628,28.338158,66.262085,95.687775,184.522308,55.540352,27.812193,265.320007
9/2/2014,25.400908,41.338787,29.864119,28.240896,65.356529,95.965881,184.430374,55.557537,27.830313,265.290009
9/3/2014,25.442633,41.430149,29.913189,28.346266,65.208504,95.400078,184.329208,55.78101,27.830313,265.959991
9/4/2014,25.447269,41.29726,29.677652,28.321943,65.400085,95.313766,184.062576,55.677864,27.803127,264.970001
9/5/2014,25.827499,41.479992,30.099655,28.49217,66.009583,95.793251,184.889999,55.806786,28.029686,265.98999
9/8/2014,25.910963,41.139442,30.217424,28.378693,66.087944,95.975479,184.411957,55.471584,28.029686,266.100006
9/9/2014,26.249456,40.616165,29.716909,28.094984,66.035698,95.179504,183.24437,55.316883,27.712503,264.220001
9/10/2014,26.388565,40.491577,29.952446,28.127411,66.114059,95.965881,183.933914,55.222336,27.667194,265.279999
9/11/2014,26.421024,40.707535,29.883747,28.248989,66.27079,95.889153,184.145355,55.179363,27.95719,267.440002
9/12/2014,26.467386,40.200867,30.25668,27.965288,65.591629,95.400078,183.069702,54.938698,27.948128,266.309998
9/15/2014,26.439569,40.333767,29.815048,28.119301,65.373932,94.479454,182.931824,54.921513,27.540318,263.540009
9/16/2014,26.536947,40.666,29.716909,28.330055,65.922493,95.304161,184.310806,55.179363,27.667194,265.75
9/17/2014,26.472027,40.873646,29.864119,28.386797,66.026978,95.448036,184.559036,55.016056,27.812193,265.399994
9/18/2014,26.360739,41.272335,29.913189,28.500277,66.558128,96.167259,185.54277,55.351257,28.011559,266.390015
9/19/2014,26.309734,41.820538,29.510813,28.75156,65.76577,96.107651,185.375732,55.46299,28.075001,264.369995
9/22/2014,25.901691,41.679329,28.441082,28.775877,66.427521,95.213684,183.944077,54.947296,27.812193,261.049988
9/23/2014,25.489006,41.455074,27.911125,28.581345,66.026978,94.954147,182.891144,54.612091,27.540318,258.940002
9/24/2014,25.438002,41.587959,28.352757,28.694818,66.38398,95.973083,184.322784,54.887138,27.619574,261.600006
9/25/2014,25.011404,41.205891,27.960196,28.435434,65.138847,93.954422,181.348648,54.225319,27.154997,256.75
9/26/2014,25.150513,41.338787,28.36257,28.597542,65.356529,94.954147,182.789505,54.414413,27.3554,259.779999
9/29/2014,25.218031,41.322178,28.441082,28.557018,65.14756,94.829163,182.457016,54.096401,27.300747,259.51001
9/30/2014,25.041096,41.521515,28.33313,28.565123,65.104027,94.96373,181.976746,54.053421,27.28253,258.73999
10/1/2014,24.645315,41.056385,27.587263,28.338158,64.329063,93.444954,179.510605,53.4174,26.781509,255.970001
10/2/2014,24.603407,40.940098,28.264429,28.346266,64.137527,93.444954,179.5383,53.279884,26.863495,255.550003
10/3/2014,24.980558,41.288956,28.539223,28.662397,65.182396,94.367775,181.514893,53.460377,27.045689,257.570007
10/6/2014,24.859497,41.596275,28.784575,28.767775,65.060486,94.165901,181.302475,53.726822,26.84528,255.610001
10/7/2014,24.780344,41.26403,28.293873,28.638077,64.006905,92.82975,178.503799,53.245506,26.66309,251.320007
10/8/2014,25.502056,41.885548,28.401827,28.868036,65.469734,94.636925,181.625748,53.915913,26.899933,252.970001
10/9/2014,24.826906,41.096046,27.862055,28.465611,64.503227,93.108513,178.023514,52.738403,26.189402,246.479996
10/10/2014,24.500969,41.104435,27.09656,28.128883,62.012943,90.782234,175.991501,52.093777,25.679285,238.289993
10/13/2014,24.044664,40.62571,26.419392,27.775728,61.568893,89.35955,173.100525,51.724205,25.396889,235.470001
10/14/2014,23.965509,40.499729,25.918875,27.79216,62.570202,89.369156,173.368347,51.792961,25.66106,237.089996
10/15/2014,23.676823,40.247757,25.261333,27.816797,61.995533,88.792419,172.195328,51.53511,25.888798,237.449997
10/16/2014,23.090139,40.037781,25.192636,27.627897,61.943279,88.234879,172.047546,51.122559,25.879684,237.550003
10/17/2014,23.597668,40.373741,25.624454,27.989269,63.06654,89.397995,174.079529,51.7328,26.134748,241.190002
10/20/2014,23.886349,40.71809,26.458647,28.153517,63.797928,90.734169,175.769836,52.257088,26.353373,240.949997
10/21/2014,24.300756,40.89447,26.85121,28.432755,65.304283,93.118118,179.251968,52.5751,26.690416,245.979996
10/22/2014,23.974819,40.575321,26.546972,28.334206,64.694771,92.637474,177.977325,52.343037,26.462687,243.160004
10/23/2014,24.780344,40.499729,27.253584,27.644329,65.426208,94.031319,180.046326,52.411797,26.590219,246.910004
10/24/2014,25.264589,40.96167,27.597076,27.816797,66.175011,94.800354,181.431763,52.936089,26.65398,248.649994
10/27/2014,25.166807,41.507599,27.469492,28.013905,66.035698,94.867638,181.182388,52.99625,26.84528,248.809998
10/28/2014,25.483431,41.961143,28.313501,28.194584,66.671326,96.299942,183.260635,53.941689,27.309853,253.839996
10/29/2014,25.562586,41.851967,28.058336,28.252079,66.949951,95.944244,182.983521,53.838554,27.264309,252.759995
10/30/2014,25.306496,41.910751,28.313501,28.342413,67.367912,96.146111,184.156509,54.087799,27.437386,254.470001
10/31/2014,25.77212,42.20472,28.647179,28.613445,68.360535,97.472664,186.262466,54.861347,27.756216,257.890015
11/3/2014,25.888523,42.3223,28.764946,28.613445,68.125427,97.76104,186.364059,54.67226,27.847309,258.329987
11/4/2014,25.436869,42.271908,27.92094,28.572376,67.141525,97.434227,185.717514,54.311268,27.601351,259.160004
11/5/2014,25.651056,42.280312,28.009266,28.67914,67.219887,97.443825,186.890503,54.45739,27.492043,260.609985
11/6/2014,25.786089,42.229916,27.636332,28.514885,61.455685,97.75145,187.638657,54.027641,27.091232,260.359985
11/7/2014,25.678991,42.717041,27.812984,28.670929,60.306332,97.664917,187.814163,54.208138,27.337181,261.350006
11/10/2014,24.654629,42.599461,28.264429,28.843401,60.39341,98.010971,188.405289,54.147972,27.53759,260.269989
11/11/2014,24.659285,42.507072,27.999453,28.826971,60.637207,98.318573,188.590027,54.689449,27.53759,260.609985
11/12/2014,24.957281,42.683453,27.832613,29.073355,61.203197,98.491608,188.386871,54.706642,27.829088,261.790009
11/13/2014,25.283218,43.002609,27.449863,29.245823,61.516636,98.914566,188.599243,55.153576,27.874634,264.190002
11/14/2014,25.19009,43.254581,28.019079,29.483999,61.690784,99.222183,188.645462,55.428616,28.075037,267.820007
11/17/2014,25.213373,43.170597,27.430237,29.442934,61.298965,98.924202,188.765518,55.402824,27.856417,267.859985
11/18/2014,25.339088,43.019417,27.351725,29.33617,62.700836,99.664352,189.855423,55.652077,27.865524,269.040009
11/19/2014,25.320465,42.406292,26.939535,29.048717,61.359917,99.21257,189.550583,55.265308,27.546701,268.570007
11/20/2014,25.320465,42.154316,27.400795,28.974798,61.568893,99.654755,189.883118,55.007462,27.637791,270.640015
11/21/2014,25.180779,42.171116,27.989637,28.974798,62.230633,99.846992,190.899139,55.256714,27.737993,271.390015
11/24/2014,25.618462,41.574799,28.342941,28.498463,62.422192,100.625641,191.434845,55.213737,27.719778,273.269989
11/25/2014,26.363457,41.440407,28.401827,28.597015,62.9272,100.779404,191.296326,55.170765,27.701557,274
11/26/2014,26.475206,42.028339,28.696247,28.851612,63.286289,101.433098,191.785843,55.643486,27.993055,275.279999
11/28/2014,26.559013,42.49028,28.647179,29.056932,63.846825,101.904144,191.379456,55.763813,28.029493,275.309998
12/1/2014,26.354139,42.019939,28.028893,28.794123,62.874657,100.750603,190.049408,55.325474,27.646902,272.970001
12/2/2014,26.549706,41.247238,27.459679,28.161737,64.214653,101.154335,191.277832,54.801182,27.28253,273.929993
12/3/2014,26.605576,40.978462,27.773727,27.923563,65.134262,101.33696,192.016754,54.577717,27.173216,275.25
12/4/2014,26.251705,40.970074,27.911125,27.849646,64.232162,101.28891,191.804337,54.440201,27.073008,272.700012
12/5/2014,26.23308,40.827286,27.665775,27.874287,64.258438,101.2985,192.118378,54.663662,27.118555,272.429993
12/8/2014,26.242397,41.070854,27.675589,27.825012,63.592812,100.57756,190.834518,54.414413,26.854385,268.609985
