,Date,CMCSA,VZ,TMUS,T,QCOM,QQQ,SPY,IXP,IYZ,IXTC
0,1/2/2013,,,,,,,,,,
1,1/3/2013,-0.011226232483385603,-0.00475471314919862,-0.007242625995656757,-0.011226232483385603,-0.004644000611189977,-0.005221743334445857,-0.002261673442280562,-0.006366796947302071,-0.0028312177913269016,-0.004593248638112204
2,1/4/2013,-0.0005252666604788345,0.005432363296177529,0.01033061336021288,-0.0005252666604788345,-0.014849846698804056,-0.003296640099426349,0.004382004935947153,0.006881253348645881,0.008870965094017717,0.007387228917177088
3,1/7/2013,-0.004475036112329935,0.008764952106715443,-0.01762607790972425,-0.004475036112329935,0.007999575616899221,0.0003005215967816431,-0.0027365125836194856,0.0020550691972698906,0.0008026088698506641,-0.0012515525099381223
4,1/8/2013,0.0068360732432874004,-0.024635995771906106,-0.02435276570077341,0.0068360732432874004,-0.001563549223770509,-0.0019522778732794848,-0.002881389025159872,-0.008936322545915793,-0.015359937009392123,-0.004973328241124879
5,1/9/2013,0.006790810909368733,-0.002322817189856974,0.006410360901023873,0.006790810909368733,0.015063488441433723,0.0037510578559527617,0.0025387767099005728,0.006023838747435305,0.0028472000254669413,-0.003054124276393613
6,1/10/2013,0.0020802497560829876,0.013627561616453848,0.035568482709473846,0.0020802497560829876,-0.0015424936481058672,0.0059725344923534105,0.007918140111406543,0.010582065828060705,0.00889607514116674,0.006436736077181492
7,1/11/2013,-0.0010398429792699627,-0.006675115472373753,-0.019720346481454792,-0.0010398429792699627,0.0018507180606367095,0.001339139288880812,-6.796857999284242e-05,-0.0018693507505230533,-0.003225694329783038,0.005388567323532527
8,1/14/2013,0.01188948109929128,-0.016532971210562263,-0.003149584910186229,0.01188948109929128,-0.010221478658909934,-0.004470344055104332,-0.0006800847880575298,-0.003749263132559491,-0.007703207460401208,0.013014103259518852
9,1/15/2013,0.007168693847920031,-0.014664473359644064,0.007333681071519276,0.007168693847920031,0.003108612700887829,-0.0049406313055847745,0.0006800847880574525,-0.0071967532372826,-0.01022724629624714,0.0001894014059347292
10,1/16/2013,-0.0005102761321407187,-0.011020773093437106,-0.026442593290375977,-0.0005102761321407187,0.005416583283344495,0.004044340821716978,-0.0001356083022338655,-0.00811539039970505,-0.003294778341273963,0.0008993114102538697
11,1/17/2013,0.019461974867240384,0.014825660363594905,0.008537983212159247,0.019461974867240384,0.005387420153680152,0.004772063016925909,0.0064394723637035325,0.006566557455979746,0.0024723136633594423,0.0008039441676945144
12,1/18/2013,0.007978243797711716,0.0096847483897147,-0.0010632780160663555,0.007978243797711716,-0.0070866586218353515,-0.0022342414973513277,0.002226909080080146,0.002064707572948431,0.007379867076642535,0.002596621218098982
13,1/22/2013,-0.011488546032454968,0.00935896457076735,0.0021254266727102665,-0.011488546032454968,0.0,0.0016388249795976258,0.00537883883821408,0.0003436162027923982,0.01096904894864568,0.00329503695848497
14,1/23/2013,0.004761191088445509,-0.003499100203518022,0.012658365260239753,0.004761191088445509,0.003241420811853454,0.006084375599584421,0.0016081197897236158,-0.0008594908320156277,0.001211378812756391,-0.006932125564589159
15,1/24/2013,-0.010555089515448606,-0.004685026667477819,0.01972034648145467,-0.010555089515448606,-0.007579748801791563,-0.013854782081954224,0.0002676687807915203,0.0024046238781978316,0.0016128924422316334,0.014516483134610536
16,1/25/2013,0.004536924537729565,0.0018765431105406967,-0.0020575772525020107,0.004536924537729565,-0.011557176356427008,0.005087232105775051,0.005606465427328863,0.0022277612402987835,-0.0028242712549880985,0.006044856901757335
17,1/28/2013,-0.004790000058348163,0.0023410004075689406,0.005136121301071038,-0.004790000058348163,0.0001568720903677949,0.0022368112537402367,-0.001198806674151846,0.000684474739857088,0.00242133826968063,-0.0026459711018773494
18,1/29/2013,-0.011692973173881939,0.016923721916376505,-0.0010251286618438386,-0.011692973173881939,-0.0034612307770098736,0.00014841882691361675,0.003924173782207285,0.01207177025183869,0.005226198473676662,-0.009152127930834057
19,1/30/2013,-0.002047714405059157,0.0025255418648086276,0.015267419575175772,-0.002047714405059157,0.001260009133057437,-0.002086685573853022,-0.0039241737822072725,-0.002368706474976175,-0.010074752125409387,-0.011843927780031216
20,1/31/2013,-0.024641351577599963,0.0,0.013045829166172694,-0.024641351577599963,0.03844544382633695,-0.002240614551147733,-0.002468595711074805,0.004057535021359055,0.011276861741870826,0.002891344610963181
21,2/1/2013,0.013563196316323583,0.021550231387260175,-0.014056329449756414,0.013563196316323583,0.010697031973248823,0.011744857771641219,0.010234598933334515,0.010573257526478043,0.007182559803574035,0.008342630771301068
22,2/4/2013,-0.010678714044560634,-0.0008981366043426008,0.0010105002835839427,-0.010678714044560634,-0.016469418043943543,-0.017594217161562467,-0.011303875308952367,-0.015308745894426622,-0.00878584758157654,0.001313377911560246
23,2/5/2013,0.027122962533081062,0.0008981366043426925,-0.011173258027542071,0.027122962533081062,0.019760921699986337,0.014633767993413583,0.010047306036375695,0.0013552671643729634,0.0012026837418410972,0.017379642476649543
24,2/6/2013,-0.013082156728126609,0.004254694126523541,-0.009235564298914999,-0.013082156728126609,0.003429522047261563,-0.003266544380647553,0.0007277438614876595,-0.0015248047793043487,0.0032001642005447146,0.003127701317279867
25,2/7/2013,-0.002844150247764572,-0.0065013188720752,0.008213578573502592,-0.002844150247764572,-0.00957262204754816,0.0008920610298762807,-0.001324134052131623,-0.0023763686556807985,-0.00239911654755348,0.002614292730496887
